t (in s);x (in m);y (in m);theta (in rad);v (in m/s);omega (in rad/s);phi (in rad);phiPoint (in rad/s);deltag (in rad);deltavmax (in rad);V (in m/s);psi (in rad);Vc (in m/s);psic (in rad);hw (in m);fg;fv;gamma;deltav (in rad);deltavmaxsimu (in rad);roll (in rad);pitch (in rad);yaw (in rad);latitude (in decimal degrees);longitude (in decimal degrees);winddir (in rad);windspeed (in m/s);heading (in rad);
1.875709;2.916614;6.893567;1.131402;3.275097;-0.040543;-0.549759;-0.030328;0.000000;0.000000;16.415554;1.479374;0.000000;-1.843245;0.000000;0.000000;-217.736869;1.895684;-0.300000;0.300000;-31.498898;0.000000;-25.175453;48.376749;-4.492337;185.238116;16.415554;25.175453;
1.896039;2.944938;6.953824;1.130578;3.264754;-0.040697;-0.550376;-0.205097;0.000000;0.000000;15.581837;1.622975;0.000000;-1.764978;-0.000000;0.000000;-243.888590;1.836928;-0.300000;0.300000;-31.534225;0.000000;-25.222678;48.376750;-4.492336;177.010402;15.581837;25.222678;
1.916411;2.973280;7.013992;1.129748;3.254074;-0.040668;-0.554554;-0.325459;0.000000;0.000000;15.923916;1.526735;0.000000;-1.183848;0.000000;0.000000;-224.655129;1.877887;-0.300000;0.300000;-31.773617;0.000000;-25.270180;48.376750;-4.492336;182.524512;15.923916;25.270180;
1.936721;3.001494;7.073759;1.128922;3.243818;-0.040764;-0.561164;-0.466194;0.000000;0.000000;16.202091;1.561550;0.000000;-1.508836;0.000000;0.000000;-238.181031;1.863550;-0.300000;0.300000;-32.152357;0.000000;-25.317506;48.376751;-4.492335;180.529800;16.202091;25.317506;
1.957113;3.029781;7.133554;1.128091;3.233938;-0.040991;-0.570671;-0.627687;0.000000;0.000000;16.553583;1.597093;0.000000;-1.813972;0.000000;0.000000;-253.038893;1.847732;-0.300000;0.300000;-32.697046;0.000000;-25.365134;48.376751;-4.492335;178.493329;16.553583;25.365134;
1.977504;3.058029;7.193137;1.127255;3.223377;-0.040878;-0.583470;-0.688328;0.000000;0.000000;15.394878;1.523784;0.000000;-1.494436;-0.000000;0.000000;-217.070477;1.878066;-0.300000;0.300000;-33.430358;0.000000;-25.413022;48.376752;-4.492335;182.693632;15.394878;25.413022;
1.997791;3.086092;7.252203;1.126426;3.212823;-0.040710;-0.597434;-0.717924;0.000000;0.000000;15.385869;1.497571;0.000000;-1.644700;0.000000;0.000000;-210.280646;1.887550;-0.300000;0.300000;-34.230454;0.000000;-25.460538;48.376752;-4.492334;184.195517;15.385869;25.460538;
2.018084;3.114120;7.311070;1.125600;3.203131;-0.040875;-0.612003;-0.813132;0.000000;0.000000;16.055131;1.597074;0.000000;-1.202789;0.000000;0.000000;-246.048204;1.846611;-0.300000;0.300000;-35.065191;0.000000;-25.507872;48.376753;-4.492334;178.494391;16.055131;25.507872;
2.038375;3.142108;7.369728;1.124771;3.193472;-0.041006;-0.628502;-0.882702;0.000000;0.000000;16.285456;1.572220;0.000000;-1.450149;-0.000000;0.000000;-243.330188;1.857248;-0.300000;0.300000;-36.010518;0.000000;-25.555392;48.376753;-4.492333;179.918413;16.285456;25.555392;
2.058693;3.170099;7.428265;1.123937;3.183736;-0.041067;-0.646437;-0.916599;0.000000;0.000000;15.165219;1.611392;0.000000;-1.133005;0.000000;0.000000;-236.203769;1.839255;-0.300000;0.300000;-37.038099;0.000000;-25.603129;48.376754;-4.492333;177.674059;15.165219;25.603129;
2.078987;3.198020;7.486533;1.123104;3.173585;-0.040906;-0.665039;-0.878744;0.000000;0.000000;15.771112;1.481476;0.000000;-1.623155;-0.000000;0.000000;-212.054486;1.892098;-0.300000;0.300000;-38.103910;0.000000;-25.650881;48.376754;-4.492333;185.117669;15.771112;25.650881;
2.099297;3.225922;7.544636;1.122273;3.163503;-0.040745;-0.682886;-0.823801;0.000000;0.000000;15.718063;1.480497;0.000000;-1.668865;0.000000;0.000000;-211.301404;1.892148;-0.300000;0.300000;-39.126479;0.000000;-25.698482;48.376755;-4.492332;185.173751;15.718063;25.698482;
2.119577;3.253742;7.602447;1.121447;3.154508;-0.041008;-0.699593;-0.851405;0.000000;0.000000;16.499580;1.609092;0.000000;-1.243200;0.000000;0.000000;-257.037625;1.839162;-0.300000;0.300000;-40.083718;0.000000;-25.745827;48.376755;-4.492332;177.805814;16.499580;25.745827;
2.139870;3.281549;7.660107;1.120615;3.145619;-0.041270;-0.716870;-0.863428;0.000000;0.000000;15.389250;1.689876;0.000000;-1.118966;-0.000000;0.000000;-258.430572;1.798084;-0.300000;0.300000;-41.073644;0.000000;-25.793506;48.376756;-4.492332;173.177247;15.389250;25.793506;
2.160220;3.309403;7.717743;1.119775;3.136912;-0.041572;-0.734441;-0.869113;0.000000;0.000000;16.300337;1.649105;0.000000;-1.486906;-0.000000;0.000000;-264.262009;1.818906;-0.300000;0.300000;-42.080377;0.000000;-25.841626;48.376756;-4.492331;175.513238;16.300337;25.841626;
2.180607;3.337278;7.775298;1.118927;3.127969;-0.041733;-0.752159;-0.828128;0.000000;0.000000;15.821450;1.622491;0.000000;-1.146672;0.000000;0.000000;-250.349167;1.831614;-0.300000;0.300000;-43.095545;0.000000;-25.890184;48.376757;-4.492331;177.038134;15.821450;25.890184;
2.201004;3.365138;7.832698;1.118076;3.118648;-0.041693;-0.769051;-0.729280;0.000000;0.000000;15.986765;1.528712;0.000000;-1.865374;-0.000000;0.000000;-229.198313;1.872543;-0.300000;0.300000;-44.063388;0.000000;-25.938957;48.376757;-4.492330;182.411240;15.986765;25.938957;
2.221409;3.392973;7.889923;1.117225;3.109039;-0.041498;-0.783932;-0.585669;0.000000;0.000000;16.700040;1.433240;0.000000;-1.827044;0.000000;0.000000;-212.024144;1.906082;-0.300000;0.300000;-44.915997;0.000000;-25.987701;48.376758;-4.492330;187.881415;16.700040;25.987701;
2.241805;3.420759;7.946924;1.116379;3.100881;-0.041889;-0.795877;-0.557998;0.000000;0.000000;16.808994;1.656523;0.000000;-1.515256;0.000000;0.000000;-275.194075;1.813406;-0.300000;0.300000;-45.600419;0.000000;-26.036196;48.376758;-4.492330;175.088206;16.808994;26.036196;
2.262109;3.448394;8.003494;1.115528;3.092375;-0.042064;-0.807207;-0.478728;0.000000;0.000000;15.301658;1.670445;0.000000;-1.880525;0.000000;0.000000;-253.809727;1.805729;-0.300000;0.300000;-46.249546;0.000000;-26.084926;48.376759;-4.492329;174.290533;15.301658;26.084926;
2.282433;3.476029;8.059942;1.114674;3.083213;-0.041925;-0.816937;-0.328769;0.000000;0.000000;16.164971;1.482762;0.000000;-1.572897;-0.000000;0.000000;-220.068885;1.888661;-0.300000;0.300000;-46.807017;0.000000;-26.133909;48.376759;-4.492329;185.043987;16.164971;26.133909;
2.302699;3.503552;8.116039;1.113824;3.075246;-0.042253;-0.823599;-0.272489;0.000000;0.000000;15.738092;1.713260;0.000000;-1.853990;-0.000000;0.000000;-270.912955;1.781470;-0.300000;0.300000;-47.188773;0.000000;-26.182591;48.376760;-4.492329;171.837458;15.738092;26.182591;
2.323005;3.531105;8.172077;1.112966;3.067034;-0.042437;-0.829133;-0.186220;0.000000;0.000000;16.880242;1.577562;0.000000;-1.790594;0.000000;0.000000;-256.846045;1.849723;-0.300000;0.300000;-47.505799;0.000000;-26.231750;48.376760;-4.492328;179.612336;16.880242;26.231750;
2.343314;3.558636;8.227949;1.112104;3.058150;-0.042298;-0.832914;-0.035319;0.000000;0.000000;15.323276;1.532419;0.000000;-1.332383;0.000000;0.000000;-222.147765;1.868649;-0.300000;0.300000;-47.722482;0.000000;-26.281129;48.376761;-4.492328;182.198886;15.323276;26.281129;
2.363733;3.586285;8.283938;1.111240;3.049443;-0.042226;-0.833636;0.099355;0.000000;0.000000;16.429075;1.497970;0.000000;-1.766429;-0.000000;0.000000;-228.915309;1.881809;-0.300000;0.300000;-47.763802;0.000000;-26.330614;48.376761;-4.492327;184.172658;16.429075;26.330614;
2.384117;3.613856;8.339649;1.110380;3.040685;-0.042098;-0.831610;0.239418;0.000000;0.000000;15.204958;1.537871;0.000000;-1.495148;0.000000;0.000000;-222.232719;1.865702;-0.300000;0.300000;-47.647764;0.000000;-26.379930;48.376762;-4.492327;181.886499;15.204958;26.379930;
2.404521;3.641423;8.395231;1.109521;3.032390;-0.042142;-0.826725;0.336412;0.000000;0.000000;15.421650;1.598440;0.000000;-1.543005;-0.000000;0.000000;-240.542387;1.838581;-0.300000;0.300000;-47.367865;0.000000;-26.429145;48.376763;-4.492327;178.416135;15.421650;26.429145;
2.424816;3.668815;8.450343;1.108665;3.023956;-0.042076;-0.819898;0.444849;0.000000;0.000000;15.081735;1.569458;0.000000;-1.172007;0.000000;0.000000;-228.567814;1.851417;-0.300000;0.300000;-46.976669;0.000000;-26.478151;48.376763;-4.492326;180.076676;15.081735;26.478151;
2.445336;3.696481;8.505885;1.107802;3.015165;-0.041869;-0.810769;0.571086;0.000000;0.000000;16.436818;1.438503;0.000000;-1.139873;0.000000;0.000000;-212.993307;1.901431;-0.300000;0.300000;-46.453656;0.000000;-26.527620;48.376763;-4.492326;187.579823;16.436818;26.527620;
2.465744;3.723963;8.560938;1.106948;3.006536;-0.041690;-0.799115;0.678156;0.000000;0.000000;16.825693;1.426288;0.000000;-1.222187;-0.000000;0.000000;-214.622646;1.905047;-0.300000;0.300000;-45.785916;0.000000;-26.576575;48.376764;-4.492326;188.279718;16.825693;26.576575;
2.486076;3.751312;8.615608;1.106100;2.998099;-0.041555;-0.785327;0.760660;0.000000;0.000000;15.588660;1.497891;0.000000;-1.567152;-0.000000;0.000000;-218.550161;1.879887;-0.300000;0.300000;-44.995907;0.000000;-26.625141;48.376764;-4.492325;184.177175;15.588660;26.625141;
2.506495;3.778747;8.670336;1.105251;2.989579;-0.041376;-0.769795;0.836626;0.000000;0.000000;15.298296;1.491390;0.000000;-1.692703;-0.000000;0.000000;-213.009535;1.882026;-0.300000;0.300000;-44.105979;0.000000;-26.673758;48.376765;-4.492325;184.549663;15.298296;26.673758;
2.526825;3.806031;8.724646;1.104410;2.981860;-0.041499;-0.752786;0.830846;0.000000;0.000000;15.235057;1.625628;0.000000;-1.197485;0.000000;0.000000;-245.145103;1.822969;-0.300000;0.300000;-43.131442;0.000000;-26.721955;48.376765;-4.492324;176.858388;15.235057;26.721955;
2.547109;3.833228;8.778669;1.103568;2.974808;-0.041862;-0.735933;0.754684;0.000000;0.000000;15.973565;1.690897;0.000000;-1.617470;-0.000000;0.000000;-272.298561;1.788227;-0.300000;0.300000;-42.165878;0.000000;-26.770184;48.376766;-4.492324;173.118743;15.973565;26.770184;
2.567264;3.860234;8.832200;1.102725;2.967047;-0.041860;-0.720723;0.741902;0.000000;0.000000;16.910402;1.484137;0.000000;-1.253808;-0.000000;0.000000;-234.093645;1.883790;-0.300000;0.300000;-41.294362;0.000000;-26.818526;48.376766;-4.492324;184.965197;16.910402;26.818526;
2.587598;3.887454;8.886044;1.101874;2.959755;-0.042057;-0.705636;0.670027;0.000000;0.000000;15.062093;1.685610;0.000000;-1.313401;0.000000;0.000000;-256.004762;1.790215;-0.300000;0.300000;-40.429991;0.000000;-26.867296;48.376767;-4.492323;173.421671;15.062093;26.867296;
2.607921;3.914637;8.939701;1.101019;2.953138;-0.042501;-0.692020;0.528050;0.000000;0.000000;16.855328;1.675811;0.000000;-1.598348;-0.000000;0.000000;-284.365681;1.795106;-0.300000;0.300000;-39.649809;0.000000;-26.916267;48.376767;-4.492323;173.983088;16.855328;26.916267;
2.628244;3.941807;8.993218;1.100155;2.946243;-0.042782;-0.681288;0.411828;0.000000;0.000000;15.917840;1.676031;0.000000;-1.823643;0.000000;0.000000;-268.790592;1.794522;-0.300000;0.300000;-39.034920;0.000000;-26.965758;48.376768;-4.492323;173.970523;15.917840;26.965758;
2.648571;3.968963;9.046593;1.099285;2.938493;-0.042661;-0.672917;0.380644;0.000000;0.000000;16.859124;1.456103;0.000000;-1.397410;0.000000;0.000000;-226.216355;1.892653;-0.300000;0.300000;-38.555301;0.000000;-27.015582;48.376768;-4.492322;186.571440;16.859124;27.015582;
2.668967;3.996187;9.099988;1.098415;2.930219;-0.042308;-0.665153;0.398910;0.000000;0.000000;15.589416;1.421805;0.000000;-1.328716;-0.000000;0.000000;-199.978704;1.903776;-0.300000;0.300000;-38.110471;0.000000;-27.065437;48.376769;-4.492322;188.536557;15.589416;27.065437;
2.689287;4.023279;9.153010;1.097556;2.923483;-0.042582;-0.657047;0.265597;0.000000;0.000000;15.890361;1.667640;0.000000;-1.325344;0.000000;0.000000;-267.025303;1.797656;-0.300000;0.300000;-37.646036;0.000000;-27.114695;48.376769;-4.492322;174.451270;15.890361;27.114695;
2.709662;4.050428;9.206030;1.096688;2.916680;-0.042798;-0.651636;0.141428;0.000000;0.000000;16.000330;1.637410;0.000000;-1.839875;-0.000000;0.000000;-262.085594;1.813120;-0.300000;0.300000;-37.335974;0.000000;-27.164406;48.376770;-4.492321;176.183310;16.000330;27.164406;
2.730075;4.077609;9.258999;1.095814;2.909725;-0.042920;-0.648749;0.038186;0.000000;0.000000;15.944641;1.601837;0.000000;-1.448495;-0.000000;0.000000;-252.890622;1.830439;-0.300000;0.300000;-37.170568;0.000000;-27.214459;48.376770;-4.492321;178.221520;15.944641;27.214459;
2.750430;4.104696;9.311672;1.094941;2.902757;-0.042996;-0.647971;-0.052855;0.000000;0.000000;15.293420;1.627385;0.000000;-1.609388;-0.000000;0.000000;-248.637180;1.817349;-0.300000;0.300000;-37.126032;0.000000;-27.264517;48.376771;-4.492320;176.757714;15.293420;27.264517;
2.770829;4.131821;9.364305;1.094064;2.895389;-0.042881;-0.649050;-0.095126;0.000000;0.000000;15.886557;1.505799;0.000000;-1.794599;-0.000000;0.000000;-228.046089;1.872115;-0.300000;0.300000;-37.187806;0.000000;-27.314768;48.376771;-4.492320;183.724068;15.886557;27.314768;
2.791145;4.158814;9.416570;1.093193;2.888811;-0.043067;-0.650982;-0.204254;0.000000;0.000000;15.463490;1.666472;0.000000;-1.330208;-0.000000;0.000000;-260.549717;1.795936;-0.300000;0.300000;-37.298536;0.000000;-27.364683;48.376772;-4.492320;174.518208;15.463490;27.364683;
2.811473;4.185806;9.468723;1.092317;2.882489;-0.043331;-0.655134;-0.326311;0.000000;0.000000;15.955687;1.671392;0.000000;-1.475272;-0.000000;0.000000;-270.145558;1.792785;-0.300000;0.300000;-37.536436;0.000000;-27.414844;48.376772;-4.492319;174.236294;15.955687;27.414844;
2.831802;4.212786;9.520738;1.091436;2.875315;-0.043199;-0.661768;-0.346460;0.000000;0.000000;15.953236;1.499202;0.000000;-1.704102;-0.000000;0.000000;-227.944609;1.873695;-0.300000;0.300000;-37.916499;0.000000;-27.465313;48.376773;-4.492319;184.102065;15.953236;27.465313;
2.852127;4.239740;9.572593;1.090558;2.868868;-0.043355;-0.668810;-0.425662;0.000000;0.000000;15.039112;1.690528;0.000000;-1.423556;0.000000;0.000000;-258.985018;1.781185;-0.300000;0.300000;-38.319966;0.000000;-27.515620;48.376773;-4.492319;173.139879;15.039112;27.515620;
2.872450;4.266675;9.624301;1.089677;2.862129;-0.043356;-0.677460;-0.458842;0.000000;0.000000;15.065294;1.612598;0.000000;-1.458205;-0.000000;0.000000;-242.789013;1.822141;-0.300000;0.300000;-38.815614;0.000000;-27.566103;48.376774;-4.492318;177.604966;15.065294;27.566103;
2.892830;4.293669;9.676009;1.088793;2.855196;-0.043259;-0.686811;-0.458937;0.000000;0.000000;16.903457;1.463610;0.000000;-1.484666;-0.000000;0.000000;-232.074301;1.886235;-0.300000;0.300000;-39.351393;0.000000;-27.616728;48.376774;-4.492318;186.141348;16.903457;27.616728;
2.913236;4.320677;9.727635;1.087911;2.847806;-0.042954;-0.696176;-0.400395;0.000000;0.000000;15.890974;1.428266;0.000000;-1.131387;0.000000;0.000000;-208.632432;1.898267;-0.300000;0.300000;-39.887975;0.000000;-27.667306;48.376774;-4.492318;188.166386;15.890974;27.667306;
2.933659;4.347683;9.779145;1.087033;2.841747;-0.043203;-0.704354;-0.460077;0.000000;0.000000;15.642333;1.679412;0.000000;-1.614992;-0.000000;0.000000;-267.739582;1.785441;-0.300000;0.300000;-40.356496;0.000000;-27.717569;48.376775;-4.492317;173.776785;15.642333;27.717569;
2.953984;4.374548;9.830276;1.086155;2.835144;-0.043175;-0.713705;-0.447664;0.000000;0.000000;15.436915;1.566591;0.000000;-1.271529;-0.000000;0.000000;-238.735397;1.842536;-0.300000;0.300000;-40.892281;0.000000;-27.767881;48.376775;-4.492317;180.240941;15.436915;27.767881;
2.974271;4.401344;9.881170;1.085279;2.829549;-0.043546;-0.722787;-0.516819;0.000000;0.000000;16.108016;1.709493;0.000000;-1.450367;0.000000;0.000000;-282.657373;1.767271;-0.300000;0.300000;-41.412627;0.000000;-27.818066;48.376776;-4.492316;172.053268;16.108016;27.818066;
2.994777;4.428422;9.932488;1.084387;2.824039;-0.043945;-0.733385;-0.582679;0.000000;0.000000;16.752523;1.679106;0.000000;-1.445649;-0.000000;0.000000;-287.279702;1.784142;-0.300000;0.300000;-42.019860;0.000000;-27.869230;48.376776;-4.492316;173.794294;16.752523;27.869230;
3.015238;4.455432;9.983567;1.083487;2.817355;-0.043801;-0.745307;-0.517333;0.000000;0.000000;15.096883;1.550266;0.000000;-1.543469;-0.000000;0.000000;-230.224020;1.848763;-0.300000;0.300000;-42.702922;0.000000;-27.920746;48.376777;-4.492316;181.176282;15.096883;27.920746;
3.035660;4.482374;10.034407;1.082593;2.811261;-0.043886;-0.755872;-0.492707;0.000000;0.000000;16.484982;1.561236;0.000000;-1.475256;-0.000000;0.000000;-254.476984;1.843369;-0.300000;0.300000;-43.308270;0.000000;-27.971999;48.376777;-4.492315;180.547761;16.484982;27.971999;
3.055994;4.509186;10.084893;1.081700;2.804726;-0.043747;-0.765891;-0.411057;0.000000;0.000000;15.503749;1.524074;0.000000;-1.779756;0.000000;0.000000;-230.360667;1.859456;-0.300000;0.300000;-43.882294;0.000000;-28.023128;48.376778;-4.492315;182.676978;15.503749;28.023128;
3.076182;4.535789;10.134877;1.080817;2.798454;-0.043685;-0.774189;-0.339569;0.000000;0.000000;15.654178;1.544621;0.000000;-1.274247;0.000000;0.000000;-237.987113;1.850088;-0.300000;0.300000;-44.357762;0.000000;-28.073730;48.376778;-4.492315;181.499710;15.654178;28.073730;
3.096419;4.562440;10.184845;1.079933;2.791894;-0.043490;-0.781061;-0.234437;0.000000;0.000000;16.653506;1.434854;0.000000;-1.472689;0.000000;0.000000;-222.902032;1.893317;-0.300000;0.300000;-44.751484;0.000000;-28.124382;48.376779;-4.492314;187.788920;16.653506;28.124382;
3.116816;4.589283;10.235067;1.079046;2.785062;-0.043186;-0.785842;-0.102827;0.000000;0.000000;15.033565;1.468311;0.000000;-1.601787;-0.000000;0.000000;-210.113286;1.880861;-0.300000;0.300000;-45.025458;0.000000;-28.175206;48.376779;-4.492314;185.871963;15.033565;28.175206;
3.137180;4.616063;10.285062;1.078167;2.779250;-0.043303;-0.787936;-0.059707;0.000000;0.000000;15.832647;1.598640;0.000000;-1.487988;-0.000000;0.000000;-254.574982;1.823357;-0.300000;0.300000;-45.145435;0.000000;-28.225594;48.376779;-4.492314;178.404648;15.832647;28.225594;
3.157503;4.642776;10.334828;1.077287;2.773612;-0.043462;-0.789150;-0.027016;0.000000;0.000000;16.643595;1.567226;0.000000;-1.523849;-0.000000;0.000000;-259.859806;1.838112;-0.300000;0.300000;-45.214959;0.000000;-28.276017;48.376780;-4.492313;180.204549;16.643595;28.276017;
3.177885;4.669556;10.384614;1.076401;2.767745;-0.043504;-0.789701;0.028126;0.000000;0.000000;16.716166;1.517174;0.000000;-1.221945;0.000000;0.000000;-247.942453;1.860136;-0.300000;0.300000;-45.246508;0.000000;-28.326771;48.376780;-4.492313;183.072357;16.716166;28.326771;
3.198212;4.696251;10.434138;1.075517;2.762613;-0.043828;-0.789129;0.020872;0.000000;0.000000;16.874715;1.627552;0.000000;-1.376593;-0.000000;0.000000;-279.189890;1.807259;-0.300000;0.300000;-45.213750;0.000000;-28.377439;48.376781;-4.492312;176.748162;16.874715;28.377439;
3.218451;4.722825;10.483331;1.074630;2.756722;-0.043786;-0.788706;0.086783;0.000000;0.000000;15.394959;1.566091;0.000000;-1.581413;0.000000;0.000000;-240.725818;1.837399;-0.300000;0.300000;-45.189547;0.000000;-28.428262;48.376781;-4.492312;180.269590;15.394959;28.428262;
3.238738;4.749449;10.532513;1.073741;2.750844;-0.043739;-0.786946;0.150610;0.000000;0.000000;15.337001;1.565185;0.000000;-1.585666;-0.000000;0.000000;-239.815117;1.837408;-0.300000;0.300000;-45.088673;0.000000;-28.479158;48.376782;-4.492312;180.321484;15.337001;28.479158;
3.259107;4.776167;10.581765;1.072850;2.744311;-0.043406;-0.783878;0.270206;0.000000;0.000000;15.303513;1.440618;0.000000;-1.276080;0.000000;0.000000;-208.246517;1.888789;-0.300000;0.300000;-44.912900;0.000000;-28.530204;48.376782;-4.492311;187.458696;15.303513;28.530204;
3.279432;4.802809;10.630771;1.071968;2.738748;-0.043473;-0.778386;0.299136;0.000000;0.000000;16.736865;1.520542;0.000000;-1.685692;0.000000;0.000000;-250.364304;1.856785;-0.300000;0.300000;-44.598229;0.000000;-28.580752;48.376783;-4.492311;182.879368;16.736865;28.580752;
3.299855;4.829567;10.679889;1.071080;2.732658;-0.043307;-0.772277;0.370217;0.000000;0.000000;15.775806;1.477659;0.000000;-1.738720;0.000000;0.000000;-225.094303;1.874166;-0.300000;0.300000;-44.248194;0.000000;-28.631623;48.376783;-4.492311;185.336354;15.775806;28.631623;
3.320264;4.856290;10.728838;1.070196;2.727159;-0.043377;-0.764721;0.382622;0.000000;0.000000;16.372650;1.538535;0.000000;-1.447039;-0.000000;0.000000;-250.087620;1.848055;-0.300000;0.300000;-43.815299;0.000000;-28.682261;48.376783;-4.492310;181.848465;16.372650;28.682261;
